Mod:Item:MetaData, Localized Name
gregtech:gt.metaitem.01:24514, gt.metaitem.01.24514.name
gregtech:gt.metaitem.01:24515, gt.metaitem.01.24515.name
gregtech:gt.metaitem.01:24521, gt.metaitem.01.24521.name
gregtech:gt.metaitem.01:24527, gt.metaitem.01.24527.name
gregtech:gt.metaitem.01:24528, gt.metaitem.01.24528.name
gregtech:gt.metaitem.01:24529, gt.metaitem.01.24529.name
gregtech:gt.metaitem.01:24532, gt.metaitem.01.24532.name
gregtech:gt.metaitem.01:24533, gt.metaitem.01.24533.name
gregtech:gt.metaitem.01:24540, gt.metaitem.01.24540.name
gregtech:gt.metaitem.01:24541, gt.metaitem.01.24541.name
gregtech:gt.metaitem.01:24542, gt.metaitem.01.24542.name
gregtech:gt.metaitem.01:24543, gt.metaitem.01.24543.name
gregtech:gt.metaitem.01:24544, gt.metaitem.01.24544.name
gregtech:gt.metaitem.01:24545, gt.metaitem.01.24545.name
gregtech:gt.metaitem.01:24890, gt.metaitem.01.24890.name
gregtech:gt.metaitem.01:25129, gt.metaitem.01.25129.name
gregtech:gt.metaitem.01:25372, gt.metaitem.01.25372.name
gregtech:gt.metaitem.01:25373, gt.metaitem.01.25373.name
gregtech:gt.metaitem.01:26008, gt.metaitem.01.26008.name
gregtech:gt.metaitem.01:26010, gt.metaitem.01.26010.name
gregtech:gt.metaitem.01:26019, gt.metaitem.01.26019.name
gregtech:gt.metaitem.01:26028, gt.metaitem.01.26028.name
gregtech:gt.metaitem.01:26030, gt.metaitem.01.26030.name
gregtech:gt.metaitem.01:26031, gt.metaitem.01.26031.name
gregtech:gt.metaitem.01:26032, gt.metaitem.01.26032.name
gregtech:gt.metaitem.01:26033, gt.metaitem.01.26033.name
gregtech:gt.metaitem.01:26034, gt.metaitem.01.26034.name
gregtech:gt.metaitem.01:26048, gt.metaitem.01.26048.name
gregtech:gt.metaitem.01:26052, gt.metaitem.01.26052.name
gregtech:gt.metaitem.01:26054, gt.metaitem.01.26054.name
gregtech:gt.metaitem.01:26057, gt.metaitem.01.26057.name
gregtech:gt.metaitem.01:26067, gt.metaitem.01.26067.name
gregtech:gt.metaitem.01:26081, gt.metaitem.01.26081.name
gregtech:gt.metaitem.01:26083, gt.metaitem.01.26083.name
gregtech:gt.metaitem.01:26084, gt.metaitem.01.26084.name
gregtech:gt.metaitem.01:26085, gt.metaitem.01.26085.name
gregtech:gt.metaitem.01:26086, gt.metaitem.01.26086.name
gregtech:gt.metaitem.01:26089, gt.metaitem.01.26089.name
gregtech:gt.metaitem.01:26090, gt.metaitem.01.26090.name
gregtech:gt.metaitem.01:26096, gt.metaitem.01.26096.name
gregtech:gt.metaitem.01:26097, gt.metaitem.01.26097.name
gregtech:gt.metaitem.01:26098, gt.metaitem.01.26098.name
gregtech:gt.metaitem.01:26100, gt.metaitem.01.26100.name
gregtech:gt.metaitem.01:26101, gt.metaitem.01.26101.name
gregtech:gt.metaitem.01:26129, gt.metaitem.01.26129.name
gregtech:gt.metaitem.01:26300, gt.metaitem.01.26300.name
gregtech:gt.metaitem.01:26301, gt.metaitem.01.26301.name
gregtech:gt.metaitem.01:26302, gt.metaitem.01.26302.name
gregtech:gt.metaitem.01:26303, gt.metaitem.01.26303.name
gregtech:gt.metaitem.01:26304, gt.metaitem.01.26304.name
gregtech:gt.metaitem.01:26305, gt.metaitem.01.26305.name
gregtech:gt.metaitem.01:26306, gt.metaitem.01.26306.name
gregtech:gt.metaitem.01:26307, gt.metaitem.01.26307.name
gregtech:gt.metaitem.01:26310, gt.metaitem.01.26310.name
gregtech:gt.metaitem.01:26311, gt.metaitem.01.26311.name
gregtech:gt.metaitem.01:26312, gt.metaitem.01.26312.name
gregtech:gt.metaitem.01:26313, gt.metaitem.01.26313.name
gregtech:gt.metaitem.01:26316, gt.metaitem.01.26316.name
gregtech:gt.metaitem.01:26317, gt.metaitem.01.26317.name
gregtech:gt.metaitem.01:26319, gt.metaitem.01.26319.name
gregtech:gt.metaitem.01:26320, gt.metaitem.01.26320.name
gregtech:gt.metaitem.01:26321, gt.metaitem.01.26321.name
gregtech:gt.metaitem.01:26322, gt.metaitem.01.26322.name
gregtech:gt.metaitem.01:26324, gt.metaitem.01.26324.name
gregtech:gt.metaitem.01:26325, gt.metaitem.01.26325.name
gregtech:gt.metaitem.01:26326, gt.metaitem.01.26326.name
gregtech:gt.metaitem.01:26327, gt.metaitem.01.26327.name
gregtech:gt.metaitem.01:26328, gt.metaitem.01.26328.name
gregtech:gt.metaitem.01:26329, gt.metaitem.01.26329.name
gregtech:gt.metaitem.01:26330, gt.metaitem.01.26330.name
gregtech:gt.metaitem.01:26331, gt.metaitem.01.26331.name
gregtech:gt.metaitem.01:26332, gt.metaitem.01.26332.name
gregtech:gt.metaitem.01:26333, gt.metaitem.01.26333.name
gregtech:gt.metaitem.01:26334, gt.metaitem.01.26334.name
gregtech:gt.metaitem.01:26335, gt.metaitem.01.26335.name
gregtech:gt.metaitem.01:26336, gt.metaitem.01.26336.name
gregtech:gt.metaitem.01:26337, gt.metaitem.01.26337.name
gregtech:gt.metaitem.01:26338, gt.metaitem.01.26338.name
gregtech:gt.metaitem.01:26339, gt.metaitem.01.26339.name
gregtech:gt.metaitem.01:26340, gt.metaitem.01.26340.name
gregtech:gt.metaitem.01:26341, gt.metaitem.01.26341.name
gregtech:gt.metaitem.01:26342, gt.metaitem.01.26342.name
gregtech:gt.metaitem.01:26343, gt.metaitem.01.26343.name
gregtech:gt.metaitem.01:26344, gt.metaitem.01.26344.name
gregtech:gt.metaitem.01:26346, gt.metaitem.01.26346.name
gregtech:gt.metaitem.01:26347, gt.metaitem.01.26347.name
gregtech:gt.metaitem.01:26348, gt.metaitem.01.26348.name
gregtech:gt.metaitem.01:26349, gt.metaitem.01.26349.name
gregtech:gt.metaitem.01:26350, gt.metaitem.01.26350.name
gregtech:gt.metaitem.01:26351, gt.metaitem.01.26351.name
gregtech:gt.metaitem.01:26352, gt.metaitem.01.26352.name
gregtech:gt.metaitem.01:26353, gt.metaitem.01.26353.name
gregtech:gt.metaitem.01:26354, gt.metaitem.01.26354.name
gregtech:gt.metaitem.01:26355, gt.metaitem.01.26355.name
gregtech:gt.metaitem.01:26356, gt.metaitem.01.26356.name
gregtech:gt.metaitem.01:26362, gt.metaitem.01.26362.name
gregtech:gt.metaitem.01:26363, gt.metaitem.01.26363.name
gregtech:gt.metaitem.01:26364, gt.metaitem.01.26364.name
gregtech:gt.metaitem.01:26370, gt.metaitem.01.26370.name
gregtech:gt.metaitem.01:26371, gt.metaitem.01.26371.name
gregtech:gt.metaitem.01:26372, gt.metaitem.01.26372.name
gregtech:gt.metaitem.01:26373, gt.metaitem.01.26373.name
gregtech:gt.metaitem.01:26374, gt.metaitem.01.26374.name
gregtech:gt.metaitem.01:26470, gt.metaitem.01.26470.name
gregtech:gt.metaitem.01:26471, gt.metaitem.01.26471.name
gregtech:gt.metaitem.01:26472, gt.metaitem.01.26472.name
gregtech:gt.metaitem.01:26473, gt.metaitem.01.26473.name
gregtech:gt.metaitem.01:26489, gt.metaitem.01.26489.name
gregtech:gt.metaitem.01:26490, gt.metaitem.01.26490.name
gregtech:gt.metaitem.01:26500, gt.metaitem.01.26500.name
gregtech:gt.metaitem.01:26501, gt.metaitem.01.26501.name
gregtech:gt.metaitem.01:26502, gt.metaitem.01.26502.name
gregtech:gt.metaitem.01:26503, gt.metaitem.01.26503.name
gregtech:gt.metaitem.01:26504, gt.metaitem.01.26504.name
gregtech:gt.metaitem.01:26505, gt.metaitem.01.26505.name
gregtech:gt.metaitem.01:26506, gt.metaitem.01.26506.name
gregtech:gt.metaitem.01:26507, gt.metaitem.01.26507.name
gregtech:gt.metaitem.01:26508, gt.metaitem.01.26508.name
gregtech:gt.metaitem.01:26509, gt.metaitem.01.26509.name
gregtech:gt.metaitem.01:26510, gt.metaitem.01.26510.name
gregtech:gt.metaitem.01:26513, gt.metaitem.01.26513.name
gregtech:gt.metaitem.01:26514, gt.metaitem.01.26514.name
gregtech:gt.metaitem.01:26516, gt.metaitem.01.26516.name
gregtech:gt.metaitem.01:26521, gt.metaitem.01.26521.name
gregtech:gt.metaitem.01:26522, gt.metaitem.01.26522.name
gregtech:gt.metaitem.01:26527, gt.metaitem.01.26527.name
gregtech:gt.metaitem.01:26528, gt.metaitem.01.26528.name
gregtech:gt.metaitem.01:26529, gt.metaitem.01.26529.name
gregtech:gt.metaitem.01:26540, gt.metaitem.01.26540.name
gregtech:gt.metaitem.01:26541, gt.metaitem.01.26541.name
gregtech:gt.metaitem.01:26542, gt.metaitem.01.26542.name
gregtech:gt.metaitem.01:26543, gt.metaitem.01.26543.name
gregtech:gt.metaitem.01:26544, gt.metaitem.01.26544.name
gregtech:gt.metaitem.01:26545, gt.metaitem.01.26545.name
gregtech:gt.metaitem.01:26610, gt.metaitem.01.26610.name
gregtech:gt.metaitem.01:26613, gt.metaitem.01.26613.name
gregtech:gt.metaitem.01:26631, gt.metaitem.01.26631.name
gregtech:gt.metaitem.01:26635, gt.metaitem.01.26635.name
gregtech:gt.metaitem.01:26636, gt.metaitem.01.26636.name
gregtech:gt.metaitem.01:26649, gt.metaitem.01.26649.name
gregtech:gt.metaitem.01:26809, gt.metaitem.01.26809.name
gregtech:gt.metaitem.01:26829, gt.metaitem.01.26829.name
gregtech:gt.metaitem.01:26874, gt.metaitem.01.26874.name
gregtech:gt.metaitem.01:26880, gt.metaitem.01.26880.name
gregtech:gt.metaitem.01:26884, gt.metaitem.01.26884.name
gregtech:gt.metaitem.01:26889, gt.metaitem.01.26889.name
gregtech:gt.metaitem.01:26951, gt.metaitem.01.26951.name
gregtech:gt.metaitem.01:26954, gt.metaitem.01.26954.name
gregtech:gt.metaitem.01:26957, gt.metaitem.01.26957.name
gregtech:gt.metaitem.01:26958, gt.metaitem.01.26958.name
gregtech:gt.metaitem.01:26959, gt.metaitem.01.26959.name
gregtech:gt.metaitem.01:26960, gt.metaitem.01.26960.name
gregtech:gt.metaitem.01:26961, gt.metaitem.01.26961.name
gregtech:gt.metaitem.01:26962, gt.metaitem.01.26962.name
gregtech:gt.metaitem.01:26963, gt.metaitem.01.26963.name
gregtech:gt.metaitem.01:26964, gt.metaitem.01.26964.name
gregtech:gt.metaitem.01:26965, gt.metaitem.01.26965.name
gregtech:gt.metaitem.01:26966, gt.metaitem.01.26966.name
gregtech:gt.metaitem.01:27008, gt.metaitem.01.27008.name
gregtech:gt.metaitem.01:27010, gt.metaitem.01.27010.name
gregtech:gt.metaitem.01:27019, gt.metaitem.01.27019.name
gregtech:gt.metaitem.01:27028, gt.metaitem.01.27028.name
gregtech:gt.metaitem.01:27030, gt.metaitem.01.27030.name
gregtech:gt.metaitem.01:27031, gt.metaitem.01.27031.name
gregtech:gt.metaitem.01:27032, gt.metaitem.01.27032.name
gregtech:gt.metaitem.01:27033, gt.metaitem.01.27033.name
gregtech:gt.metaitem.01:27034, gt.metaitem.01.27034.name
gregtech:gt.metaitem.01:27048, gt.metaitem.01.27048.name
gregtech:gt.metaitem.01:27052, gt.metaitem.01.27052.name
gregtech:gt.metaitem.01:27054, gt.metaitem.01.27054.name
gregtech:gt.metaitem.01:27057, gt.metaitem.01.27057.name
gregtech:gt.metaitem.01:27067, gt.metaitem.01.27067.name
gregtech:gt.metaitem.01:27081, gt.metaitem.01.27081.name
gregtech:gt.metaitem.01:27083, gt.metaitem.01.27083.name
gregtech:gt.metaitem.01:27084, gt.metaitem.01.27084.name
gregtech:gt.metaitem.01:27085, gt.metaitem.01.27085.name
gregtech:gt.metaitem.01:27086, gt.metaitem.01.27086.name
gregtech:gt.metaitem.01:27089, gt.metaitem.01.27089.name
gregtech:gt.metaitem.01:27090, gt.metaitem.01.27090.name
gregtech:gt.metaitem.01:27096, gt.metaitem.01.27096.name
gregtech:gt.metaitem.01:27097, gt.metaitem.01.27097.name
gregtech:gt.metaitem.01:27098, gt.metaitem.01.27098.name
gregtech:gt.metaitem.01:27100, gt.metaitem.01.27100.name
gregtech:gt.metaitem.01:27101, gt.metaitem.01.27101.name
gregtech:gt.metaitem.01:27129, gt.metaitem.01.27129.name
gregtech:gt.metaitem.01:27300, gt.metaitem.01.27300.name
gregtech:gt.metaitem.01:27301, gt.metaitem.01.27301.name
gregtech:gt.metaitem.01:27302, gt.metaitem.01.27302.name
gregtech:gt.metaitem.01:27303, gt.metaitem.01.27303.name
gregtech:gt.metaitem.01:27304, gt.metaitem.01.27304.name
gregtech:gt.metaitem.01:27305, gt.metaitem.01.27305.name
gregtech:gt.metaitem.01:27306, gt.metaitem.01.27306.name
gregtech:gt.metaitem.01:27307, gt.metaitem.01.27307.name
gregtech:gt.metaitem.01:27310, gt.metaitem.01.27310.name
gregtech:gt.metaitem.01:27311, gt.metaitem.01.27311.name
gregtech:gt.metaitem.01:27312, gt.metaitem.01.27312.name
gregtech:gt.metaitem.01:27313, gt.metaitem.01.27313.name
gregtech:gt.metaitem.01:27316, gt.metaitem.01.27316.name
gregtech:gt.metaitem.01:27317, gt.metaitem.01.27317.name
gregtech:gt.metaitem.01:27319, gt.metaitem.01.27319.name
gregtech:gt.metaitem.01:27320, gt.metaitem.01.27320.name
gregtech:gt.metaitem.01:27321, gt.metaitem.01.27321.name
gregtech:gt.metaitem.01:27322, gt.metaitem.01.27322.name
gregtech:gt.metaitem.01:27324, gt.metaitem.01.27324.name
gregtech:gt.metaitem.01:27325, gt.metaitem.01.27325.name
gregtech:gt.metaitem.01:27326, gt.metaitem.01.27326.name
gregtech:gt.metaitem.01:27327, gt.metaitem.01.27327.name
gregtech:gt.metaitem.01:27328, gt.metaitem.01.27328.name
gregtech:gt.metaitem.01:27329, gt.metaitem.01.27329.name
gregtech:gt.metaitem.01:27330, gt.metaitem.01.27330.name
gregtech:gt.metaitem.01:27331, gt.metaitem.01.27331.name
gregtech:gt.metaitem.01:27332, gt.metaitem.01.27332.name
gregtech:gt.metaitem.01:27333, gt.metaitem.01.27333.name
gregtech:gt.metaitem.01:27334, gt.metaitem.01.27334.name
gregtech:gt.metaitem.01:27335, gt.metaitem.01.27335.name
gregtech:gt.metaitem.01:27336, gt.metaitem.01.27336.name
gregtech:gt.metaitem.01:27337, gt.metaitem.01.27337.name
gregtech:gt.metaitem.01:27338, gt.metaitem.01.27338.name
gregtech:gt.metaitem.01:27339, gt.metaitem.01.27339.name
gregtech:gt.metaitem.01:27340, gt.metaitem.01.27340.name
gregtech:gt.metaitem.01:27341, gt.metaitem.01.27341.name
gregtech:gt.metaitem.01:27342, gt.metaitem.01.27342.name
gregtech:gt.metaitem.01:27343, gt.metaitem.01.27343.name
gregtech:gt.metaitem.01:27344, gt.metaitem.01.27344.name
gregtech:gt.metaitem.01:27346, gt.metaitem.01.27346.name
gregtech:gt.metaitem.01:27347, gt.metaitem.01.27347.name
gregtech:gt.metaitem.01:27348, gt.metaitem.01.27348.name
gregtech:gt.metaitem.01:27349, gt.metaitem.01.27349.name
gregtech:gt.metaitem.01:27350, gt.metaitem.01.27350.name
gregtech:gt.metaitem.01:27351, gt.metaitem.01.27351.name
gregtech:gt.metaitem.01:27352, gt.metaitem.01.27352.name
gregtech:gt.metaitem.01:27353, gt.metaitem.01.27353.name
gregtech:gt.metaitem.01:27354, gt.metaitem.01.27354.name
gregtech:gt.metaitem.01:27355, gt.metaitem.01.27355.name
gregtech:gt.metaitem.01:27356, gt.metaitem.01.27356.name
gregtech:gt.metaitem.01:27362, gt.metaitem.01.27362.name
gregtech:gt.metaitem.01:27363, gt.metaitem.01.27363.name
gregtech:gt.metaitem.01:27364, gt.metaitem.01.27364.name
gregtech:gt.metaitem.01:27370, gt.metaitem.01.27370.name
gregtech:gt.metaitem.01:27371, gt.metaitem.01.27371.name
gregtech:gt.metaitem.01:27372, gt.metaitem.01.27372.name
gregtech:gt.metaitem.01:27373, gt.metaitem.01.27373.name
gregtech:gt.metaitem.01:27374, gt.metaitem.01.27374.name
gregtech:gt.metaitem.01:27470, gt.metaitem.01.27470.name
gregtech:gt.metaitem.01:27471, gt.metaitem.01.27471.name
gregtech:gt.metaitem.01:27472, gt.metaitem.01.27472.name
gregtech:gt.metaitem.01:27473, gt.metaitem.01.27473.name
gregtech:gt.metaitem.01:27489, gt.metaitem.01.27489.name
gregtech:gt.metaitem.01:27490, gt.metaitem.01.27490.name
gregtech:gt.metaitem.01:27500, gt.metaitem.01.27500.name
gregtech:gt.metaitem.01:27501, gt.metaitem.01.27501.name
gregtech:gt.metaitem.01:27502, gt.metaitem.01.27502.name
gregtech:gt.metaitem.01:27503, gt.metaitem.01.27503.name
gregtech:gt.metaitem.01:27504, gt.metaitem.01.27504.name
gregtech:gt.metaitem.01:27505, gt.metaitem.01.27505.name
gregtech:gt.metaitem.01:27506, gt.metaitem.01.27506.name
gregtech:gt.metaitem.01:27507, gt.metaitem.01.27507.name
gregtech:gt.metaitem.01:27508, gt.metaitem.01.27508.name
gregtech:gt.metaitem.01:27509, gt.metaitem.01.27509.name
gregtech:gt.metaitem.01:27510, gt.metaitem.01.27510.name
gregtech:gt.metaitem.01:27513, gt.metaitem.01.27513.name
gregtech:gt.metaitem.01:27514, gt.metaitem.01.27514.name
gregtech:gt.metaitem.01:27516, gt.metaitem.01.27516.name
gregtech:gt.metaitem.01:27521, gt.metaitem.01.27521.name
gregtech:gt.metaitem.01:27522, gt.metaitem.01.27522.name
gregtech:gt.metaitem.01:27527, gt.metaitem.01.27527.name
gregtech:gt.metaitem.01:27528, gt.metaitem.01.27528.name
gregtech:gt.metaitem.01:27529, gt.metaitem.01.27529.name
gregtech:gt.metaitem.01:27540, gt.metaitem.01.27540.name
gregtech:gt.metaitem.01:27541, gt.metaitem.01.27541.name
gregtech:gt.metaitem.01:27542, gt.metaitem.01.27542.name
gregtech:gt.metaitem.01:27543, gt.metaitem.01.27543.name
gregtech:gt.metaitem.01:27544, gt.metaitem.01.27544.name
gregtech:gt.metaitem.01:27545, gt.metaitem.01.27545.name
gregtech:gt.metaitem.01:27610, gt.metaitem.01.27610.name
gregtech:gt.metaitem.01:27613, gt.metaitem.01.27613.name
gregtech:gt.metaitem.01:27631, gt.metaitem.01.27631.name
gregtech:gt.metaitem.01:27635, gt.metaitem.01.27635.name
gregtech:gt.metaitem.01:27636, gt.metaitem.01.27636.name
gregtech:gt.metaitem.01:27649, gt.metaitem.01.27649.name
gregtech:gt.metaitem.01:27809, gt.metaitem.01.27809.name
gregtech:gt.metaitem.01:27829, gt.metaitem.01.27829.name
gregtech:gt.metaitem.01:27874, gt.metaitem.01.27874.name
gregtech:gt.metaitem.01:27880, gt.metaitem.01.27880.name
gregtech:gt.metaitem.01:27884, gt.metaitem.01.27884.name
gregtech:gt.metaitem.01:27889, gt.metaitem.01.27889.name
gregtech:gt.metaitem.01:27951, gt.metaitem.01.27951.name
gregtech:gt.metaitem.01:27954, gt.metaitem.01.27954.name
gregtech:gt.metaitem.01:27957, gt.metaitem.01.27957.name
gregtech:gt.metaitem.01:27958, gt.metaitem.01.27958.name
gregtech:gt.metaitem.01:27959, gt.metaitem.01.27959.name
gregtech:gt.metaitem.01:27960, gt.metaitem.01.27960.name
gregtech:gt.metaitem.01:27961, gt.metaitem.01.27961.name
gregtech:gt.metaitem.01:27962, gt.metaitem.01.27962.name
gregtech:gt.metaitem.01:27963, gt.metaitem.01.27963.name
gregtech:gt.metaitem.01:27964, gt.metaitem.01.27964.name
gregtech:gt.metaitem.01:27965, gt.metaitem.01.27965.name
gregtech:gt.metaitem.01:27966, gt.metaitem.01.27966.name
gregtech:gt.metaitem.01:28019, gt.metaitem.01.28019.name
gregtech:gt.metaitem.01:28028, gt.metaitem.01.28028.name
gregtech:gt.metaitem.01:28030, gt.metaitem.01.28030.name
gregtech:gt.metaitem.01:28032, gt.metaitem.01.28032.name
gregtech:gt.metaitem.01:28057, gt.metaitem.01.28057.name
gregtech:gt.metaitem.01:28083, gt.metaitem.01.28083.name
gregtech:gt.metaitem.01:28084, gt.metaitem.01.28084.name
gregtech:gt.metaitem.01:28129, gt.metaitem.01.28129.name
gregtech:gt.metaitem.01:28300, gt.metaitem.01.28300.name
gregtech:gt.metaitem.01:28301, gt.metaitem.01.28301.name
gregtech:gt.metaitem.01:28302, gt.metaitem.01.28302.name
gregtech:gt.metaitem.01:28304, gt.metaitem.01.28304.name
gregtech:gt.metaitem.01:28305, gt.metaitem.01.28305.name
gregtech:gt.metaitem.01:28306, gt.metaitem.01.28306.name
gregtech:gt.metaitem.01:28307, gt.metaitem.01.28307.name
gregtech:gt.metaitem.01:28316, gt.metaitem.01.28316.name
gregtech:gt.metaitem.01:28372, gt.metaitem.01.28372.name
gregtech:gt.metaitem.01:28373, gt.metaitem.01.28373.name
gregtech:gt.metaitem.01:28471, gt.metaitem.01.28471.name
gregtech:gt.metaitem.01:28635, gt.metaitem.01.28635.name
gregtech:gt.metaitem.01:28879, gt.metaitem.01.28879.name
gregtech:gt.metaitem.01:28880, gt.metaitem.01.28880.name
gregtech:gt.metaitem.01:29019, gt.metaitem.01.29019.name
gregtech:gt.metaitem.01:29020, gt.metaitem.01.29020.name
gregtech:gt.metaitem.01:29028, gt.metaitem.01.29028.name
gregtech:gt.metaitem.01:29031, gt.metaitem.01.29031.name
gregtech:gt.metaitem.01:29035, gt.metaitem.01.29035.name
gregtech:gt.metaitem.01:29036, gt.metaitem.01.29036.name
gregtech:gt.metaitem.01:29070, gt.metaitem.01.29070.name
gregtech:gt.metaitem.01:29080, gt.metaitem.01.29080.name
gregtech:gt.metaitem.01:29081, gt.metaitem.01.29081.name
gregtech:gt.metaitem.01:29083, gt.metaitem.01.29083.name
gregtech:gt.metaitem.01:29085, gt.metaitem.01.29085.name
gregtech:gt.metaitem.01:29086, gt.metaitem.01.29086.name
gregtech:gt.metaitem.01:29303, gt.metaitem.01.29303.name
gregtech:gt.metaitem.01:29305, gt.metaitem.01.29305.name
gregtech:gt.metaitem.01:29311, gt.metaitem.01.29311.name
gregtech:gt.metaitem.01:29316, gt.metaitem.01.29316.name
gregtech:gt.metaitem.01:29317, gt.metaitem.01.29317.name
gregtech:gt.metaitem.01:29324, gt.metaitem.01.29324.name
gregtech:gt.metaitem.01:29325, gt.metaitem.01.29325.name
gregtech:gt.metaitem.01:29328, gt.metaitem.01.29328.name
gregtech:gt.metaitem.01:29334, gt.metaitem.01.29334.name
gregtech:gt.metaitem.01:29345, gt.metaitem.01.29345.name
gregtech:gt.metaitem.01:29357, gt.metaitem.01.29357.name
gregtech:gt.metaitem.01:29358, gt.metaitem.01.29358.name
gregtech:gt.metaitem.01:29360, gt.metaitem.01.29360.name
gregtech:gt.metaitem.01:29372, gt.metaitem.01.29372.name
gregtech:gt.metaitem.01:29471, gt.metaitem.01.29471.name
gregtech:gt.metaitem.01:29631, gt.metaitem.01.29631.name
gregtech:gt.metaitem.01:29649, gt.metaitem.01.29649.name
gregtech:gt.metaitem.01:29874, gt.metaitem.01.29874.name
gregtech:gt.metaitem.01:30001, gt.metaitem.01.30001.name
gregtech:gt.metaitem.01:30002, gt.metaitem.01.30002.name
gregtech:gt.metaitem.01:30003, gt.metaitem.01.30003.name
gregtech:gt.metaitem.01:30004, gt.metaitem.01.30004.name
gregtech:gt.metaitem.01:30005, gt.metaitem.01.30005.name
gregtech:gt.metaitem.01:30010, gt.metaitem.01.30010.name
gregtech:gt.metaitem.01:30012, gt.metaitem.01.30012.name
gregtech:gt.metaitem.01:30013, gt.metaitem.01.30013.name
gregtech:gt.metaitem.01:30014, gt.metaitem.01.30014.name
gregtech:gt.metaitem.01:30023, gt.metaitem.01.30023.name
gregtech:gt.metaitem.01:30024, gt.metaitem.01.30024.name
gregtech:gt.metaitem.01:30039, gt.metaitem.01.30039.name
gregtech:gt.metaitem.01:30087, gt.metaitem.01.30087.name
gregtech:gt.metaitem.01:30093, gt.metaitem.01.30093.name
gregtech:gt.metaitem.01:30324, gt.metaitem.01.30324.name
gregtech:gt.metaitem.01:30326, gt.metaitem.01.30326.name
gregtech:gt.metaitem.01:30327, gt.metaitem.01.30327.name
gregtech:gt.metaitem.01:30346, gt.metaitem.01.30346.name
gregtech:gt.metaitem.01:30376, gt.metaitem.01.30376.name
gregtech:gt.metaitem.01:30377, gt.metaitem.01.30377.name
gregtech:gt.metaitem.01:30460, gt.metaitem.01.30460.name
gregtech:gt.metaitem.01:30485, gt.metaitem.01.30485.name
gregtech:gt.metaitem.01:30486, gt.metaitem.01.30486.name
gregtech:gt.metaitem.01:30487, gt.metaitem.01.30487.name
gregtech:gt.metaitem.01:30488, gt.metaitem.01.30488.name
gregtech:gt.metaitem.01:30489, gt.metaitem.01.30489.name
gregtech:gt.metaitem.01:30490, gt.metaitem.01.30490.name
gregtech:gt.metaitem.01:30495, gt.metaitem.01.30495.name
gregtech:gt.metaitem.01:30496, gt.metaitem.01.30496.name
gregtech:gt.metaitem.01:30497, gt.metaitem.01.30497.name
gregtech:gt.metaitem.01:30515, gt.metaitem.01.30515.name
gregtech:gt.metaitem.01:30534, gt.metaitem.01.30534.name
gregtech:gt.metaitem.01:30605, gt.metaitem.01.30605.name
gregtech:gt.metaitem.01:30606, gt.metaitem.01.30606.name
gregtech:gt.metaitem.01:30608, gt.metaitem.01.30608.name
gregtech:gt.metaitem.01:30609, gt.metaitem.01.30609.name
gregtech:gt.metaitem.01:30627, gt.metaitem.01.30627.name
gregtech:gt.metaitem.01:30628, gt.metaitem.01.30628.name
gregtech:gt.metaitem.01:30629, gt.metaitem.01.30629.name
gregtech:gt.metaitem.01:30632, gt.metaitem.01.30632.name
gregtech:gt.metaitem.01:30637, gt.metaitem.01.30637.name
gregtech:gt.metaitem.01:30638, gt.metaitem.01.30638.name
gregtech:gt.metaitem.01:30639, gt.metaitem.01.30639.name
gregtech:gt.metaitem.01:30640, gt.metaitem.01.30640.name
gregtech:gt.metaitem.01:30641, gt.metaitem.01.30641.name
gregtech:gt.metaitem.01:30642, gt.metaitem.01.30642.name
gregtech:gt.metaitem.01:30643, gt.metaitem.01.30643.name
gregtech:gt.metaitem.01:30644, gt.metaitem.01.30644.name
gregtech:gt.metaitem.01:30645, gt.metaitem.01.30645.name
gregtech:gt.metaitem.01:30646, gt.metaitem.01.30646.name
gregtech:gt.metaitem.01:30647, gt.metaitem.01.30647.name
gregtech:gt.metaitem.01:30648, gt.metaitem.01.30648.name
gregtech:gt.metaitem.01:30650, gt.metaitem.01.30650.name
gregtech:gt.metaitem.01:30651, gt.metaitem.01.30651.name
gregtech:gt.metaitem.01:30652, gt.metaitem.01.30652.name
gregtech:gt.metaitem.01:30653, gt.metaitem.01.30653.name
gregtech:gt.metaitem.01:30654, gt.metaitem.01.30654.name
gregtech:gt.metaitem.01:30655, gt.metaitem.01.30655.name
gregtech:gt.metaitem.01:30656, gt.metaitem.01.30656.name
gregtech:gt.metaitem.01:30657, gt.metaitem.01.30657.name
gregtech:gt.metaitem.01:30658, gt.metaitem.01.30658.name
gregtech:gt.metaitem.01:30659, gt.metaitem.01.30659.name
gregtech:gt.metaitem.01:30660, gt.metaitem.01.30660.name
gregtech:gt.metaitem.01:30661, gt.metaitem.01.30661.name
gregtech:gt.metaitem.01:30662, gt.metaitem.01.30662.name
gregtech:gt.metaitem.01:30663, gt.metaitem.01.30663.name
gregtech:gt.metaitem.01:30664, gt.metaitem.01.30664.name
gregtech:gt.metaitem.01:30665, gt.metaitem.01.30665.name
gregtech:gt.metaitem.01:30666, gt.metaitem.01.30666.name
gregtech:gt.metaitem.01:30667, gt.metaitem.01.30667.name
gregtech:gt.metaitem.01:30668, gt.metaitem.01.30668.name
gregtech:gt.metaitem.01:30669, gt.metaitem.01.30669.name
gregtech:gt.metaitem.01:30670, gt.metaitem.01.30670.name
